-12080,2400,100 1
-8560,2250,100 0
-5040,2100,100 0
-1520,1950,100 0
2000,1800,100 0
5540,1670,100 3
6760,1630,100 0
7980,1590,100 0
9200,1550,100 0
10420,1510,100 0
11660,1450,100 1
9330,1060,100 0
7000,670,100 0
4670,280,100 0
2340,-110,100 0
0,-520,100 4
-1390,-750,100 0
-2780,-980,100 0
-4170,-1210,100 0
-5560,-1440,100 0
-6930,-1670,100 3
