-12080,2400,100 1
-8560,2250,100 0
-5040,2100,100 0
-1520,1950,100 0
2000,1800,100 0
5540,1670,100 3
6760,1630,100 0
7980,1590,100 0
9200,1550,100 0
10420,1510,100 0
11660,1450,100 1
9330,1390,100 0
7000,1330,100 0
4670,1270,100 0
2340,1210,100 0
0,1150,100 4
-1550,1110,100 0
-3100,1070,100 0
-4650,1030,100 0
-6200,990,100 0
-7770,930,100 3
