-12140,2210,100 2
-8490,1780,100 0
-4840,1350,100 0
-1190,920,100 0
2460,490,100 0
6100,-60,100 3
7200,-70,100 0
8300,-200,100 0
9400,-330,100 0
10500,-460,100 0
11580,-580,100 1
9260,-1140,100 0
6940,-1700,100 0
4620,-2260,100 0
2300,-2820,100 0
0,-3380,100 4
-1050,-3640,100 0
-2100,-3900,100 0
-3150,-4160,100 0
-4200,-4420,100 0
-5240,-4680,100 3
