-12140,2210,100 2
-8490,1780,100 0
-4840,1350,100 0
-1190,920,100 0
2460,490,100 0
6100,-60,100 3
7200,-70,100 0
8300,-200,100 0
9400,-330,100 0
10500,-460,100 0
11580,-580,100 1
9260,-770,100 0
6940,-960,100 0
4620,-1150,100 0
2300,-1340,100 0
0,-1520,100 4
-1580,-1650,100 0
-3160,-1780,100 0
-4740,-1910,100 0
-6320,-2040,100 0
-7920,-2160,100 3
