-7380,1670,100 1
-4800,1360,100 0
-2220,1050,100 0
360,740,100 0
2940,430,100 0
5540,130,100 3
6540,10,100 0
7540,-110,100 0
8540,-230,100 0
9540,-350,100 0
10520,-460,100 1
8420,-680,100 0
6320,-900,100 0
4220,-1120,100 0
2120,-1340,100 0
0,-1560,100 4
60,-1600,100 0
120,-1640,100 0
180,-1680,100 0
240,-1720,100 0
320,-1780,100 3
