-7380,1670,100 1
-4796,1362,100 0
-2212,1054,100 0
372,746,100 0
2956,438,100 0
5540,130,100 3
6536,12,100 0
7532,-106,100 0
8528,-224,100 0
9524,-342,100 0
10520,-460,100 1
8416,-408,100 0
6312,-356,100 0
4208,-304,100 0
2104,-252,100 0
0,-200,100 4
-1829,-524,100 0
-3658,-848,100 0
-5487,-1172,100 0
-7316,-1496,100 0
-9143,-1820,100 3
